Name,Price,Abv,Rating,Year_Made,Distillery,Mash_Bill,Flavor_Profile,Aging Period
"William Larue Weller, 58.95%",55,59,87,NA,Buffalo Trace Distillery,undisclosed (wheated mash bill),"caramel, vanilla, oak, spice, rich",12
"Yellow Rose Outlaw (Batch L19-19), 46%",55,46,87,2019,Yellow Rose Distilling,100% Corn,"caramel, vanilla, oak, sweet corn, spice",3
"Kings County Distillery 2 year old Blended, 43%",55,43,87,NA,Kings County Distillery,undisclosed,"caramel, vanilla, oak, spice",2
"Woody Creek Distillers Colorado, 45%",57,45,87,NA,Woody Creek Distillers,undisclosed,"caramel, vanilla, oak, spice, fruit",3
"Booker s 2015-04  Oven Buster Batch,  63.5%",60,63.5,87,2015,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","caramel, vanilla, oak, spice, cinnamon",6.66
"Tom s Foolery Ohio Straight Bourbon (barrel 19), 61.5%",60,61.5,87,NA,Tom's Foolery Distillery,undisclosed,"caramel, spicy, oak, vanilla",4
"Uncle Nearest 1856, 50%",60,50,87,NA,Uncle Nearest Distillery,undisclosed,"caramel, vanilla, oak, spice, maple",7
"Old Elk Wheated Straight Bourbon, 46%",65,46,87,NA,Old Elk Distillery,"51% corn, 45% wheat, 4% malted barley","caramel, vanilla, soft spice, honey, gentle oak",5
"Litchfield Distillery 5 year old Double Barreled, 45%",65,45,87,NA,Litchfield Distillery,undisclosed,"vanilla, oak, caramel, spice",5
"Hotel Tango 6 year old American Straight Reserver, 45%",65,45,87,NA,Hotel Tango Distillery,undisclosed,"oak, caramel, vanilla, spice",6
"Jefferson s Ocean Aged at Sea, 41.15%",70,41.1,87,NA,Kentucky Artisan Distillery,undisclosed,"caramel, vanilla, brine, oak, spice",6
"Tommyrotter Napa Valley Heritage Cask Bourbon, 47.5%",70,47.5,87,NA,Tommyrotter Distillery,undisclosed,"dried fruit, vanilla, caramel, spice",4
"Jefferson s Reserve Pritchard Hill Cabernet Cask-Finished Bourbon, 45.1%",70,45.1,87,2023,Kentucky Artisan Distillery,undisclosed,"red fruit, vanilla, spice, caramel, oak",4
"Middle West Spirits 5 year old OYO Double Cask Sherry Cask-Finished (Batch 11), 43.25%",70,43.2,87,NA,Middle West Spirits,undisclosed,"dried fruit, caramel, oak, spice, sherry",5
"Four Roses 17 year old 100th Anniversary, 55.0%",75,55,87,2023,Four Roses Distillery,Undisclosed,"Oak, Spice, Cherry, Vanilla, Rich",17
"Remus Repeal Reserve (Series I), 47%",75,47,87,2017,MGP (Ross & Squibb Distillery),undisclosed,"caramel, baking spice, oak, dried fruit",10
"FEW Alice in Chains All Secrets Known Tequila Barrel-Finished Bourbon (Batch 19H19), 50.5%",75,50.5,87,2023,FEW Spirits,undisclosed,"caramel, agave, oak, spice, vanilla",4
"Four Roses Mariage Collection (2009 Release), 57-59%",80,59,87,2009,Four Roses Distillery,Undisclosed,"Caramel, Spice, Vanilla, Oak, Fruit",10
"Barrell Bourbon (Batch 004), 58.4%",80,58.4,87,2015,"Barrell Craft Spirits (sourced, undisclosed distillery)",undisclosed,"vanilla, caramel, oak, spice, fruity",5.5
"Balcones Texas Blue Corn Bourbon (Batch BCB17-1), 64.6%",80,64.6,87,2017,Balcones Distilling,100% blue corn,"Rich, Sweet, Fruity, Spicy, Oaky",2
"Jefferson s Reserve Twin Oak Custom Barrel, 45.1%",80,45.1,87,NA,Kentucky Artisan Distillery,undisclosed,"vanilla, caramel, toasted oak, spice, chocolate",6
"Rabbit Hole Dareringer PX Sherry Cask-Finished Bourbon, 46.5%",80,46.5,87,2020,Rabbit Hole Distillery,"68% corn, 18% wheat, 14% malted barley","dried fruit, caramel, sherry, spice, vanilla",4
"Belle Meade Oloroso Sherry Cask Finished, 45.2%",80,45.2,87,2018,Nelson's Green Brier Distillery,undisclosed,"dried fruit, oak, caramel, spice",8
"Widow Jane Baby Jane, 46.5%",80,46.5,87,2022,Widow Jane Distillery,undisclosed,"sweet corn, caramel, vanilla, oak",3
"Barrell 5 year old Cask-Strength Bourbon (Batch 007), 61.2%",85,61.2,87,2017,Undisclosed (Sourced),Undisclosed,"Vanilla, Caramel, Oak, Spicy, Rich",5
"Hillrock Estate Solera Aged Bourbon (Barrel No. 146), 46.3%",85,46.3,87,NA,Hillrock Estate Distillery,undisclosed,"caramel, dried fruit, spice, oak",4
"Garrison Brothers Small Batch Texas Straight (2021 Release), 47%",85,47,87,2021,Garrison Brothers Distillery,"74% corn, 15% wheat, 11% malted barley","caramel, oak, vanilla, cinnamon, spice",4
"Four Roses 12 year old 120th Anniversary (Barrel 7-1l), 55.4%",90,55.4,87,2018,Four Roses Distillery,undisclosed,"fruity, spicy, caramel, vanilla, oak",12
"Barrell Bourbon (Batch 006), 61.45%",90,61.5,87,2016,"Barrell Craft Spirits (sourced, undisclosed distillery/distilleries)",undisclosed,"caramel, spice, vanilla, dark fruit, oak",7
"Square 6 Kentucky Straight, 47.5%",90,47.5,87,2021,Evan Williams Bourbon Experience,"52% corn, 35% rye, 13% malted barley","caramel, oak, spice, vanilla",4
"Woodford Reserve Master s Collection  Aged Cask,  46.2%",100,46.2,87,2021,Woodford Reserve Distillery,"72% corn, 18% rye, 10% malted barley","oak, caramel, vanilla, toasted nuts, spice",7
"Woodford Reserve Master s Collection 1838 Style White Corn Bourbon, 45.2%",100,45.2,87,2015,Woodford Reserve Distillery,undisclosed,"sweet corn, vanilla, oak, caramel, spice",5
"Jack Daniel s No. 27 Gold, 40%",100,40,87,NA,Jack Daniel Distillery,"80% corn, 12% malted barley, 8% rye","smooth, vanilla, caramel, oak, honey",5
"Knob Creek 25th Anniversary Single Barrel (barreled 2/11/2004), 62.5%",130,62.5,87,2004,Jim Beam Distillery,"75% corn, 13% rye, 12% malted barley","oak, caramel, vanilla, spice, toasted nuts",13
"Woodford Reserve Master s Collection Oat Grain Straight Bourbon, 42.5%",130,42.5,87,2018,Woodford Reserve Distillery,"66% corn, 18% oats, 12% malted barley, 4% rye","Oatmeal, Honey, Vanilla, Spice",7
"Cream of Kentucky 11 year old Straight, 51%",150,51,87,2018,J.W. Rutledge Distillery,undisclosed,"Vanilla, Caramel, Oak, Spice, Rich",11
"Angels Envy Cask Strength (2016 Release), 62.3%",180,62.3,87,2016,Louisville Distilling Co.,"72% corn, 18% rye, 10% malted barley","dark chocolate, caramel, dried fruit, vanilla, oak",6
"Bardstown Bourbon Co. Copper & Kings Mistelle Barrel-Finished Bourbon, 49.95%",350,50,87,2023,Bardstown Bourbon Company,undisclosed,"fruity, sweet, caramel, honey, spice",6
"Heaven Hill Bottled in Bond 6 year old, 50%",15,50,86,2019,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","vanilla, oak, caramel, spice, honey",6
"Buckhorn, 40%",17,40,86,NA,Clear Spring Distilling Co. (Sazerac Company),undisclosed,"sweet, caramel, vanilla, oak",3
"Evan Williams Bottled in Bond, 50%",17,50,86,NA,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, vanilla, oak, spice",4
"Evan Williams 1783, 43%",20,43,86,NA,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, vanilla, oak, spice, honey",6
"Jim Beam Distiller s Cut, 50%",23,50,86,2017,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","caramel, oak, vanilla, spice",5
"Wild Turkey 101, 50.5%",25,50.5,86,NA,Wild Turkey Distillery,"75% corn, 13% rye, 12% malted barley","caramel, vanilla, oak, spice, cinnamon",6
"Bird Dog Kentucky Bourbon, 40%",25,40,86,NA,Western Spirits Beverage Company,undisclosed,"caramel, vanilla, oak, spice",4
"Deadwood Straight Bourbon, 40.5%",25,40.5,86,NA,Undisclosed (sourced by Proof and Wood),Undisclosed,"Sweet, Vanilla, Oak, Caramel, Spice",3
"George Dickel Superior No. 12 Tennessee Sour Mash, 45%",25,45,86,NA,Cascade Hollow Distillery (George Dickel),"84% corn, 8% rye, 8% malted barley","caramel, vanilla, oak, spice, smooth",6
"Old Camp Wolf Moon Straight Bourbon, 40%",25,40,86,2020,"Old Camp Whiskey (produced at MGP, Indiana)",Undisclosed,"caramel, oak, vanilla, spice",3
"Infuse Spirits Broken Barrel (Batch 03), 47.5%",30,47.5,86,NA,Owensboro Distilling Company,"70% corn, 21% rye, 9% malted barley","oak, caramel, spice, vanilla",5
"Blue Note Juke Joint Straight Bourbon, 46.5%",30,46.5,86,NA,B.R. Distilling Company,"70% corn, 21% rye, 9% malted barley","caramel, vanilla, oak, spice",4
"Coopers  Craft Barrel Reserve 100 Proof Chiseled and Charred Kentucky Straight, 50%",32,50,86,NA,Brown-Forman Distillery,undisclosed,"oak, caramel, vanilla, spice, toasted",4
"Breaking & Entering, 43%",34,43,86,NA,St. George Spirits,undisclosed,"caramel, vanilla, oak, spice",3
"Ranger Creek .36, 48%",35,48,86,NA,Ranger Creek Brewing & Distilling,"70% corn, 16% rye, 14% barley","caramel, oak, vanilla, spice",2
"Hirsch Small Batch, 46%",35,46,86,NA,Hirsch Distillers (sourced from MGP),"72% Corn, 21% Rye, 7% Malted Barley","Caramel, Vanilla, Spice, Oak, Dried Fruit",6
"Broken Top Bourbon, 43.7%",35,43.7,86,NA,Cascade Spirits,undisclosed,"caramel, oak, vanilla, spice",3
"Penelope Four Grain Straight Bourbon (Batch 2), 40%",35,40,86,NA,Penelope Bourbon (sourced from MGP),"Corn, Rye, Wheat, Malted Barley (percentages undisclosed)","Vanilla, Honey, Oak, Caramel, Fruity",4
"Green River, 45%",35,45,86,2022,Green River Distilling Co.,"70% corn, 21% rye, 9% malted barley","vanilla, caramel, oak, spice, fruit",4
"Pinhook Bourbon Country Straight Bourbon, 47.75%",37,47.8,86,2023,Castle & Key Distillery,"75% corn, 15% rye, 10% malted barley","caramel, vanilla, spice, oak, citrus",4
"Union Horse Reunion Straight Bourbon, 46%",38,46,86,NA,Union Horse Distilling Co.,undisclosed,"caramel, vanilla, oak, spice",4
"Red Saw Straight Bourbon, 48%",39,48,86,NA,Honeoye Falls Distillery,undisclosed,"caramel, vanilla, oak, spice",3
"High West American Prairie Reserve Blend of Straight Bourbons (Batch #1), 46%",40,46,86,2014,High West Distillery,undisclosed,"caramel, vanilla, spice, honey, toasted oak",6
"1792 Port Finish Bourbon, 44.45%",40,44.5,86,2015,Barton 1792 Distillery,undisclosed,"fruity, caramel, oak, spice, port",6
"Smooth Ambler Contradiction Bourbon, 46%",40,46,86,NA,Smooth Ambler Spirits,undisclosed,"caramel, vanilla, oak, spice, honey",5
"Davidson Reserve Small Batch Tennessee Straight Sour Mash, 50%",40,50,86,NA,Pennington Distilling Co.,undisclosed,"caramel, vanilla, oak, spice, toasted grain",4
"Buffalo Trace Kosher Wheat Recipe Straight, 47%",40,47,86,2020,Buffalo Trace Distillery,undisclosed (wheated recipe),"caramel, vanilla, wheat, oak, soft",4
"John Myer New York Straight Bourbon Single Barrel, 45%",42,45,86,NA,Myer Farm Distillers,undisclosed,"caramel, vanilla, oak, spice",3
"McKenzie Straight Bourbon, 45.5%",43,45.5,86,NA,Finger Lakes Distilling,"70% corn, 20% rye, 10% malted barley","caramel, vanilla, oak, spice",4
"Kooper Family Whiskey Sweetheart of the Rodeo Straight, 45%",44,45,86,NA,Kooper Family Whiskey Co.,undisclosed,"caramel, vanilla, oak, spice",4
"Cody Road Single Barrel Bourbon (Barrel 120,184), 52.5%",45,52.5,86,NA,Mississippi River Distilling Company,"70% corn, 20% wheat, 10% barley malt","caramel, vanilla, honey, spice",4
"George Remus Straight Bourbon, 47%",45,47,86,2021,Ross & Squibb Distillery,undisclosed,"caramel, vanilla, spice, oak, fruit",6
"J. Riddle Peated Bourbon, 45.5%",45,45.5,86,NA,Two James Spirits,undisclosed,"smoky, caramel, vanilla, oak, spice",4
"Pinhook 4 year old Bourbon War Straight Bourbon, 49%",45,49,86,2020,Castle & Key Distillery,"75% Corn, 20.5% Rye, 4.5% Malted Barley","caramel, spice, vanilla, oak, orange",4
"Buffalo Trace Experimental Collection Wheat 105, 45%",47,45,86,2015,Buffalo Trace Distillery,undisclosed,"Wheat, Vanilla, Oak, Caramel, Soft",6
"2Bar Straight Bourbon, 50%",48,50,86,NA,2bar Spirits,undisclosed,"caramel, vanilla, oak, chocolate, spice",3
"Hooker s House Sonoma-Style Pinot Noir Barrel Finished, 50%",49,50,86,NA,Prohibition Spirits Distillery,undisclosed,"fruity, wine-influenced, spicy, caramel, oak",4
"Noah's Mill, 57.15%",50,57.1,86,NA,Willett Distillery,undisclosed,"caramel, spice, vanilla, oak, dried fruit",12
"Koval Single Barrel Bourbon (Barrel 1,250), 47%",50,47,86,NA,Koval Distillery,"51% corn, 49% millet","Vanilla, Apricot, Caramel, Spice",4
"Old Ripy, 52%",50,52,86,2018,Wild Turkey Distillery,undisclosed,"caramel, oak, spice, vanilla, fruity",6
"FEW Copper & Kings Bourbon, 46.5%",50,46.5,86,NA,FEW Spirits,undisclosed,"fruity, spicy, caramel, vanilla, oak",4
"Old Elk Blended Straight Bourbon, 44%",50,44,86,NA,Old Elk Distillery,"51% corn, 34% malted barley, 15% rye","caramel, vanilla, oak, spice",4.5
"Driftless Glen Single Barrel Straight Bourbon, 48%",50,48,86,NA,Driftless Glen Distillery,"60% corn, 20% rye, 20% malted barley","caramel, vanilla, oak, spice",5
"Woodford Reserve Bottled in Bond, 50%",50,50,86,2023,Woodford Reserve Distillery,"72% corn, 18% rye, 10% malted barley","caramel, oak, vanilla, spice",4
"Jeptha Creed Four Grain Straight Bourbon, 49%",50,49,86,NA,Jeptha Creed Distillery,"70% Corn, 15% Malted Rye, 10% Malted Wheat, 5% Malted Barley","fruity, caramel, spice, oak, vanilla",4
"Soldier Valley True American 6 Bourbon, 45%",50,45,86,NA,Patriarch Distillers,undisclosed,"caramel, vanilla, oak, spice, smooth",6
"The Clover 4 year old Single Barrel Straight Bourbon (No. E-010), 46%",50,46,86,NA,Undisclosed (sourced bourbon),Undisclosed,"Vanilla, Caramel, Oak, Spice, Fruity",4
"Pinhook Bohemian High Proof Kentucky Straight Bourbon, 57.25%",50,57.2,86,NA,Castle & Key Distillery,"75% corn, 15% rye, 10% malted barley","caramel, spice, vanilla, oak, toasted nuts",5
"Black Button Distilling Four Grain Straight (Batch 20), 42%",50,42,86,NA,Black Button Distilling,"60% corn, 20% wheat, 9% rye, 11% malted barley","caramel, vanilla, oak, spice",3
"Wilderness Trail Single Barrel Bottled in Bond Kentucky Straight Bourbon (Barrel #14D07), 50%",52,50,86,2023,Wilderness Trail Distillery,"64% corn, 24% rye, 12% malted barley","caramel, spice, vanilla, oak, fruit",4
"Michter s Toasted Barrel Finish Bourbon (Batch 15H664), 45.7%",53,45.7,86,2023,Michter's Distillery,undisclosed,"toasted oak, caramel, vanilla, marshmallow, spice",4.5
"Bib & Tucker Bourbon, 46%",55,46,86,NA,Tennessee Distilling Group,"70% Corn, 26% Rye, 4% Malted Barley","caramel, vanilla, oak, cinnamon, spice",6
"Soldier Valley Omaha Beach Bourbon, 45%",55,45,86,NA,Patriarch Distillers,undisclosed,"caramel, vanilla, oak, spice, gentle sweetness",6
"Iron Smoke Straight Bourbon Whiskey, 40%",55,40,86,NA,Iron Smoke Distillery,"Corn, Rye, Barley (percentages undisclosed)","smoky, caramel, vanilla, oak, spice",3
"Spirit Works Distillery Four Grain, 45%",55,45,86,NA,Spirit Works Distillery,undisclosed,"caramel, vanilla, toasted oak, spice, grain",4
"Michter s US*1 Toasted Barrel Finish Bourbon (2018 Release), 45.7%",60,45.7,86,2018,Michter's Distillery,undisclosed,"toasted oak, caramel, vanilla, spice, brown sugar",4.5
"Bardstown Bourbon Co. Fusion Series #4, 47.45%",60,47.5,86,2020,Bardstown Bourbon Company,"40% 13-year-old bourbon (74% corn, 18% rye, 8% malted barley), blended with Bardstown's own younger bourbon mash bills (exact proportions undisclosed)","caramel, vanilla, oak, spice, fruit",4.5
"Oak & Eden Small Batch Wheat & Honey (Batch B001), 45%",60,45,86,2022,Oak & Eden (produced by Sanctified Spirits),Undisclosed,"Honey, Vanilla, Oak, Wheat, Sweet",4
"Penelope Ros  Cask-Finished (Batch 01), 47%",65,47,86,2023,"Penelope Bourbon (sourced, distilled at MGP)",undisclosed,"fruit-forward, floral, oak, vanilla, subtle spice",4
"J.P. Trodden Small Batch, 45%",65,45,86,NA,J.P. Trodden Distillery,undisclosed,"caramel, vanilla, oak, spice",3
"Abraham Bowman Double Barrel Bourbon, 50%",70,50,86,2013,A. Smith Bowman Distillery,undisclosed,"vanilla, caramel, oak, spice, toffee",5
"Calumet Farm Single Rack Black 12 year old, 47%",70,47,86,2022,"Western Spirits Beverage Company (sourced, rumored Barton 1792 Distillery)","74% corn, 18% rye, 8% malted barley","caramel, oak, spice, vanilla, dried fruit",12
"A.D. Laws Four Grain Ruby Porto Cask-Finished, 47.5%",70,47.5,86,NA,Laws Whiskey House,"60% corn, 20% heirloom wheat, 10% heirloom rye, 10% heirloom malted barley","fruity, rich, sweet, wine-influenced",5
"Tincup Fourteener 14 year old, 42%",70,42,86,NA,"MGP (sourced, bottled by Tincup Whiskey)",undisclosed,"oak, caramel, vanilla, spice, toasted nuts",14
"A.D. Laws Origins Bottled in Bond Four Grain Bourbon, 50%",75,50,86,2023,Laws Whiskey House,"60% corn, 20% heirloom wheat, 10% heirloom rye, 10% heirloom malted barley","Baking spice, Caramel, Oak, Vanilla, Honey",4
"Belle Meade Cognac Cask, 45.2%",75,45.2,86,2018,Nelson's Green Brier Distillery,undisclosed,"caramel, dried fruit, spice, vanilla, oak",4.5
"Booker s 2017-02  Blue Knights Batch,  63.7%",75,63.7,86,2017,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","vanilla, caramel, oak, spice, intense",6
"Belle Meade 9 year old Oloroso Sherry Cask Finished, 45.2%",75,45.2,86,NA,Nelson's Green Brier Distillery,undisclosed,"dried fruits, caramel, spice, oak, sherry",9
"Oregon Spirit Single Barrel Bottled in Bond Bourbon (No. 150330 01), 50%",75,50,86,2017,Oregon Spirit Distillers,undisclosed,"caramel, vanilla, oak, spice",4
"Fugitives Tennessee Artisan Spirits Grandgousier Single Barrel (No. 6), 47%",75,47,86,2023,Fugitives Tennessee Artisan Spirits,undisclosed,"caramel, oak, vanilla, spice, fruit",4
"Chicken Cock Beer Barrel Select, 45%",80,45,86,2023,Grain & Barrel Spirits,undisclosed,"caramel, malty, oak, vanilla, beer-influenced",3
"Jefferson s Reserve Old Rum Cask Finished, 45.1%",80,45.1,86,NA,Kentucky Artisan Distillery,undisclosed,"caramel, tropical fruit, vanilla, oak, spice",6
"George T. Stagg, 72.05%",90,72,86,2016,Buffalo Trace Distillery,undisclosed,"bold, oak, caramel, spice, dark fruit",15
"Barrell Bourbon (Batch 022), 58.3%",90,58.3,86,2019,Barrell Craft Spirits,undisclosed,"caramel, vanilla, spice, oak, dried fruit",6
"Four Roses Limited Edition Small Batch (2016 Release), 55.9%",99,55.9,86,2016,Four Roses Distillery,undisclosed,"caramel, vanilla, spice, fruit, oak",11
"Orphan Barrel Rhetoric 23 year old, 45.3%",120,45.3,86,2017,Bernheim Distillery (Heaven Hill),"86% corn, 8% barley, 6% rye","oak, caramel, vanilla, spice, leather",23
"Jack Daniel s Sinatra Select, 45%",165,45,86,2013,Jack Daniel's Distillery,"80% corn, 8% rye, 12% malted barley","oak, vanilla, caramel, spice, smokiness",5
"Ancient Ancient Age, 10 year old, 43%",15,43,85,NA,Buffalo Trace Distillery,"Undisclosed (Buffalo Trace Mash Bill #2, exact percentages undisclosed)","Caramel, Oak, Vanilla, Spice, Sweet",10
"Jim Beam Repeal Batch, 43%",18,43,85,2018,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","caramel, oak, vanilla, spice",5
"Evan Williams Single Barrel 1993 Vintage (Barrel #45), 43.3%",25,43.3,85,1993,Heaven Hill Distillery,"78% corn, 10% rye, 12% malted barley","vanilla, caramel, oak, spice, honey",7
"Jailers Premium Tennessee Whiskey, 43%",25,43,85,NA,Tennessee Distilling Group,undisclosed,"caramel, vanilla, oak, spice",4
"Easy Rider 4 year old Kentucky Straight Bourbon, 40%",25,40,85,NA,Hood River Distillers,undisclosed,"vanilla, caramel, oak, sweet, smooth",4
"Evan Williams Single Barrel 1999 Vintage (Barrel #1), 43.3%",26,43.3,85,1999,Heaven Hill Distillery,"78% corn, 10% rye, 12% malted barley","caramel, vanilla, oak, spice, fruity",7
"Two Stars Kentucky Straight Bourbon, 43%",26,43,85,NA,Barton 1792 Distillery,undisclosed,"caramel, vanilla, oak, spice, sweet",4
"Treaty Oak The Day Drinker Texas, 40%",26,40,85,NA,Treaty Oak Distilling,Undisclosed,"Light, fruity, honey, vanilla, smooth",2
"Jefferson's Very Small Batch Bourbon, 41.15%",30,41.1,85,NA,Kentucky Artisan Distillery,undisclosed,"caramel, vanilla, oak, spice, smooth",6
"New Holland Beer Barrel Bourbon, 40%",30,40,85,NA,New Holland Brewing Co.,undisclosed,"caramel, vanilla, malt, oak, beer-influenced",3
"Balcones Texas Pot Still Straight (Batch 19-1), 46%",30,46,85,2019,Balcones Distilling,undisclosed,"caramel, honey, cinnamon, oak, vanilla",4
"Black Feather Bourbon, 43%",30,43,85,NA,"Undisclosed (bottled by Black Feather Whiskey, Houston, Texas)",Undisclosed,"Vanilla, Caramel, Spice, Oak",4
"Henry McKenna 10 year old Barrel No. 693, 50%",32,50,85,NA,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, oak, vanilla, spice, toasted nuts",10
"Gentleman Jack, 40%",32,40,85,NA,Jack Daniel's Distillery,"80% corn, 8% rye, 12% malted barley","caramel, vanilla, oak, honey, smooth",4
"Big Bottom Bourbon (finished in Zinfandel casks), 45.5%",35,45.5,85,NA,Big Bottom Distilling,undisclosed,"fruity, spicy, vanilla, wine-influenced, oak",4
"Penelope Four Grain Straight Bourbon, 40%",38,40,85,NA,Penelope Bourbon (sourced from MGP),"Corn, Rye, Wheat, Malted Barley (percentages undisclosed)","Vanilla, Honey, Citrus, Caramel, Spice",2.5
"Town Branch Kentucky Straight Bourbon, 45%",39,45,85,NA,Lexington Brewing and Distilling Company,"72% corn, 15% malted barley, 13% rye","caramel, oak, vanilla, spice",4
"Leatherwood Snake Eater, 42.5%",39,42.5,85,NA,Leatherwood Distillery,undisclosed,"smooth, caramel, vanilla, oak, spice",2
"Jim Beam Signature Craft Rare Spanish Brandy Finish, 43%",40,43,85,2015,Jim Beam Distillery,undisclosed,"fruity, oak, vanilla, caramel, brandy",4
"New Deal Distiller s Reserve Oregon Straight Bourbon, 40%",40,40,85,NA,New Deal Distillery,undisclosed,"caramel, vanilla, oak, spice",3.5
"Tom s Town Double Oaked Bourbon, 45%",40,45,85,NA,Tom's Town Distilling Co.,undisclosed,"caramel, oak, vanilla, spice, toasted nuts",4
"Three Chord Blended Bourbon (Batch 0007), 40.5%",40,40.5,85,2021,Steel Bending Spirits,undisclosed,"caramel, vanilla, oak, smooth",4
"Filibuster Dual Cask Finished Bourbon, 45%",41,45,85,NA,Filibuster Distillery,"75% corn, 21% rye, 4% malted barley","caramel, vanilla, oak, spice",4
"Basil Hayden s, 40%",42,40,85,NA,Jim Beam Distillery,"63% corn, 27% rye, 10% malted barley","spicy, pepper, citrus, vanilla",8
"Chambers Bay Straight Bourbon (Batch 6), 47.5%",43,47.5,85,NA,Chambers Bay Distillery,undisclosed,"caramel, vanilla, spice, oak",2
"Old Forester 1870 Original Batch, 45%",45,45,85,NA,Brown-Forman Distillery,"72% corn, 18% rye, 10% malted barley","caramel, spice, fruit, oak",4
"Cody Road Single Barrel Bourbon, 52.5%",45,52.5,85,NA,Mississippi River Distilling Company,"70% Corn, 20% Wheat, 10% Barley","caramel, vanilla, oak, spice",4
"Woodinville Straight Bourbon, 45%",45,45,85,NA,Woodinville Whiskey Co.,"72% corn, 22% rye, 6% malted barley","caramel, vanilla, oak, spice, honey",5
"Davidson Reserve Four Grain Tennessee Straight Whiskey (Batch 1), 50%",45,50,85,NA,Pennington Distilling Co.,"undisclosed (blend of corn, wheat, rye, barley)","caramel, spice, oak, vanilla, fruit",4
"Wyoming Whiskey Steamboat Straight Bourbon, 45%",45,45,85,2023,Wyoming Whiskey,"68% corn, 20% wheat, 12% malted barley","caramel, vanilla, oak, cinnamon, spice",5
"Luca Mariano Old Americana Small Batch Kentucky Straight Bourbon (Batch 2019-03), 41.5%",45,41.5,85,2019,Luca Mariano Distillery,undisclosed,"caramel, vanilla, oak, spice",4
"Boulder Spirits Straight, 42%",45,42,85,NA,Vapor Distillery,"51% corn, 44% malted barley, 5% rye","Honey, Malt, Fruity, Vanilla, Oak",3
"Wyoming Single Barrel Bourbon (#1056), 44%",49,44,85,2021,Wyoming Whiskey,"68% corn, 20% wheat, 12% malted barley","caramel, vanilla, oak, floral, spice",5
"Old Forester Birthday Bourbon (bottled 2012), 48.5%",50,48.5,85,2012,Old Forester Distillery (Brown-Forman),"72% corn, 18% rye, 10% malted barley","caramel, oak, spice, vanilla, fruity",12
"Trail s End, 45%",50,45,85,NA,Hood River Distillers,undisclosed,"caramel, vanilla, oak, sweet, fruity",8
"Bond & Lillard, 50%",50,50,85,2017,Wild Turkey Distillery,undisclosed,"caramel, vanilla, oak, spice, fruity",6
"J. Henry & Sons 5 year old Wisconsin Straight Bourbon (Batch 34), 46%",50,46,85,NA,J. Henry & Sons Distillery,"60% Corn, 14% Rye, 14% Wheat, 12% Malted Barley","Caramel, Vanilla, Oak, Fruit, Spice",5
"Cad e Deceptivus Bourbon, 42.5%",50,42.5,85,NA,Cadee Distillery,undisclosed,"caramel, oak, vanilla, spice",4
"Blaum Bros. Straight Bourbon, 50%",50,50,85,NA,Blaum Bros. Distilling Co.,undisclosed,"caramel, vanilla, oak, baking spice",4
"Whiskey Acres Bottled in Bond Bourbon (Batch 1), 50%",50,50,85,NA,Whiskey Acres Distilling Co.,"75% corn, 15% wheat, 10% malted barley","caramel, vanilla, oak, spice, honey",4
"Firestone & Robertson Founder s Select Troy s Pick TX Single Barrel Texas Straight Bourbon (No. 1412), 45%",50,45,85,2020,Firestone & Robertson Distilling Co.,undisclosed,"caramel, oak, vanilla, spice, leather",4
"Wigle Organic Wapsie Valley Corn, 46%",58,46,85,NA,Wigle Whiskey Distillery,undisclosed,"sweet corn, vanilla, caramel, grain-forward",2
"Old Forester Birthday Bourbon (2014 release) 12 year old, 48.5%",60,48.5,85,2014,Old Forester Distillery (Brown-Forman),"72% corn, 18% rye, 10% malted barley","caramel, oak, vanilla, spice, dark fruit",12
"A.D. Laws Four Grain Straight Bourbon Cask Strength (Barrel #48), 57%",78,57,85,NA,Laws Whiskey House,"60% corn, 20% wheat, 10% rye, 10% barley","caramel, oak, spicy, vanilla, dark fruit",3
"Horse Soldier Barrel Strength, 55.5%",80,55.5,85,NA,American Freedom Distillery,undisclosed,"caramel, vanilla, oak, spice, toasted nuts",4
"Orphan Barrel Rhetoric 20 year old, 45%",85,45,85,2014,Bernheim Distillery,"86% corn, 8% barley, 6% rye","oak, caramel, vanilla, spice, leather",20
"Jefferson s Ocean-Aged, 44%",90,44,85,2014,Kentucky Artisan Distillery,undisclosed,"salty, caramel, vanilla, oak, spice",6
"Woodford Reserve Master s Collection American Oak, 42.5%",130,42.5,85,2023,Woodford Reserve Distillery,"72% corn, 18% rye, 10% malted barley","Oak, Vanilla, Spice, Caramel",7
"Elijah Craig 20 year old (Barrel No. 3742), 45%",150,45,85,2012,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","oak, caramel, vanilla, spice, dried fruit",20
